date,home_team,away_team,home_prob,bet_on,bet_odds,home_won,bet_won,return,month
2024-11-27,IND,POR,0.6602599620819092,IND,-500.0,True,True,0.19999999999999996,2024-11
2024-11-29,IND,DET,0.6480969786643982,IND,-198.0,False,False,-1.0,2024-11
2024-11-29,POR,SAC,0.6623521447181702,POR,230.0,True,True,2.3,2024-11
2024-11-29,LAL,OKC,0.4048742651939392,OKC,-162.0,False,True,0.617283950617284,2024-11
2024-11-29,MIA,TOR,0.6454901695251465,MIA,-340.0,True,True,0.2941176470588236,2024-11
2024-11-29,CHI,BOS,0.4708903729915619,BOS,-800.0,False,True,0.125,2024-11
2024-11-29,BKN,ORL,0.3075111508369446,ORL,-278.0,False,True,0.3597122302158273,2024-11
2024-11-29,MIN,LAC,0.526768147945404,MIN,-258.0,True,True,0.3875968992248062,2024-11
2024-11-29,MEM,NOP,0.8684106469154358,MEM,-5000.0,True,True,0.020000000000000018,2024-11
2024-11-30,MIL,WAS,0.8953844308853149,MIL,-1100.0,True,True,0.09090909090909083,2024-11
2024-11-30,CHA,ATL,0.3066113293170929,ATL,-810.0,False,True,0.1234567901234569,2024-11
2024-11-30,UTA,DAL,0.5062177777290344,UTA,205.0,False,False,-1.0,2024-11
2024-11-30,DET,PHI,0.7774760127067566,DET,290.0,False,False,-1.0,2024-11
2024-11-30,PHX,GSW,0.37885919213294983,GSW,105.0,True,False,-1.0,2024-11
2024-12-01,SAC,SAS,0.6496018767356873,SAC,-245.0,False,False,-1.0,2024-12
2024-12-01,POR,DAL,0.7955668568611145,POR,185.0,False,False,-1.0,2024-12
2024-12-01,UTA,LAL,0.31480327248573303,LAL,-205.0,False,True,0.4878048780487805,2024-12
